#"Step","Time (ps)","Potential Energy (kilocalorie/mole)","Kinetic Energy (kilocalorie/mole)","Total Energy (kilocalorie/mole)","Temperature (K)"
6800,3.400000000000303,29.866369914826198,36.91548624487298,66.78185615969917,138.11593878829063
6900,3.4500000000003195,33.18989755546613,33.60586963285893,66.79576718832506,125.73330884362535
7000,3.500000000000336,26.379964547676973,40.39679281858738,66.77675736626435,151.14093113022926
7100,3.550000000000353,27.719329921510887,39.068328903143936,66.78765882465483,146.17060405365382
7200,3.6000000000003696,30.805336129824926,35.98643727351272,66.79177340333764,134.6399864465403
7300,3.6500000000003863,28.241325290891453,38.545357795515905,66.78668308640735,144.21395515540914
7400,3.700000000000403,30.192776346297837,36.60448258484484,66.79725893114268,136.95234684244843
7500,3.7500000000004197,30.376620320015608,36.416604320285394,66.793224640301,136.2494173803952
7600,3.8000000000004364,27.996730622096454,38.78856133794266,66.7852919600391,145.12387911946294
7700,3.850000000000453,25.33759122596872,41.453503819501265,66.79109504546999,155.09451936013926
7800,3.9000000000004698,29.3943886547198,37.39550272810823,66.78989138282803,139.91187686089552
7900,3.9500000000004865,29.86513542627513,36.93457765337329,66.79971307964841,138.18736755914088
8000,4.000000000000503,32.87134480521966,33.92985702784336,66.80120183306302,126.94547825450675
8100,4.050000000000475,29.620307353440936,37.16492913948304,66.78523649292397,139.0492067218241
8200,4.100000000000447,27.527581209434377,39.273070655834374,66.80065186526875,146.93662672485533
8300,4.15000000000042,26.543046502720557,40.235663511314876,66.77871001403544,150.53808046228392
8400,4.200000000000392,32.346590527157026,34.45023685750724,66.79682738466427,128.89243212161176
8500,4.250000000000364,29.038482140856534,37.75577862385525,66.79426076471178,141.2598164013317
8600,4.300000000000336,32.57783193205328,34.21350071130117,66.79133264335445,128.00670533309048
8700,4.350000000000309,28.95338631040963,37.84340665026623,66.79679296067586,141.5876687029819
8800,4.400000000000281,33.75854273371213,33.0446358007979,66.80317853451002,123.6335034372798
8900,4.450000000000253,33.26845989628458,33.53635960411686,66.80481950040144,125.47324338461368
9000,4.500000000000226,32.96088442975658,33.842691563133926,66.80357599289052,126.61935658544884
9100,4.550000000000198,30.598492740900976,36.20725241267117,66.80574515357215,135.46614623328216
9200,4.60000000000017,32.56303265719295,34.244798636242,66.80783129343496,128.1238036764972
9300,4.6500000000001425,33.29690966049982,33.507081277554505,66.80399093805433,125.36370118510193
9400,4.700000000000115,29.787534053649317,37.014966673906855,66.80250072755618,138.4881357778124
9500,4.750000000000087,28.877931160862996,37.919840919669454,66.79777208053245,141.87364057950535
9600,4.800000000000059,31.832397781868053,34.956434153974854,66.78883193584291,130.78632332894833
9700,4.850000000000032,29.31902285515692,37.47742361857433,66.79644647373125,140.21837643178142
9800,4.900000000000004,28.986480450311078,37.80172369776767,66.78820414807875,141.43171572222965
9900,4.949999999999976,31.509038367189365,35.28869969335813,66.7977380605475,132.02946466520237
10000,4.9999999999999485,30.224681584374625,36.57356750059349,66.79824908496812,136.8366808627084
10100,5.049999999999921,28.05047554905966,38.74403635510929,66.79451190416894,144.9572929403518
10200,5.099999999999893,28.993798031633716,37.8019868041857,66.79578483581942,141.432700110995
10300,5.149999999999865,27.79553086990152,39.00000554140849,66.79553641131001,145.91497840146366
10400,5.199999999999838,31.612159189257063,35.18075771615564,66.79291690541271,131.6256095617617
10500,5.24999999999981,26.58290753628966,40.20581053780039,66.78871807409004,150.42638827339536
10600,5.299999999999782,28.78193645586703,38.011786786137755,66.79372324200479,142.2176476875449
10700,5.3499999999997545,30.479423858467523,36.313831687764214,66.79325554623173,135.8649029105532
10800,5.399999999999727,29.92885290550684,36.86755653880323,66.79640944431007,137.93661414643816
10900,5.449999999999699,30.1594360380738,36.63964645605869,66.79908249413249,137.08390927269562
11000,5.499999999999671,33.93732293386076,32.87235572115014,66.8096786550109,122.98893316730602
11100,5.549999999999644,33.12696234445955,33.67395834537867,66.80092068983822,125.98805657708795
11200,5.599999999999616,32.40604291226622,34.403487037418564,66.80952994968479,128.7175219159896
11300,5.649999999999588,33.3001554354199,33.50481722080086,66.80497265622077,125.35523042240018
11400,5.6999999999995605,28.843442067133534,37.95438597288631,66.79782804001984,142.0028877584234
11500,5.749999999999533,28.608506313929364,38.18478924177772,66.79329555570709,142.86492066168086
11600,5.799999999999505,28.830767133723707,37.962073479809334,66.79284061353304,142.0316498673273
11700,5.849999999999477,28.61182867454981,38.17592117664748,66.78774985119729,142.83174160147357
11800,5.89999999999945,28.266738979128075,38.52597947266259,66.79271845179066,144.14145292056727
11900,5.949999999999422,27.192898051916526,39.58652881584014,66.77942686775667,148.109401959424
12000,5.999999999999394,28.21621612198722,38.57590701078451,66.79212313277174,144.32825226958178
12100,6.0499999999993666,27.998397272813843,38.78299507755879,66.78139235037263,145.1030534618146
12200,6.099999999999339,25.40223502748099,41.38182611320431,66.7840611406853,154.826343732444
12300,6.149999999999311,30.350012259547157,36.44726808266589,66.79728034221306,136.36414306218282
12400,6.199999999999283,30.52938508713906,36.2682799589651,66.79766504610416,135.69447525466956
12500,6.249999999999256,34.054783516586625,32.758095696119746,66.81287921270636,122.56143966177922
12600,6.299999999999228,33.882184876538595,32.928803217121846,66.81098809366044,123.20012634641424
12700,6.3499999999992,30.86032101574637,35.93811479505742,66.7984358108038,134.45919228248246
12800,6.399999999999173,29.739582287877738,37.054893332773936,66.79447562065168,138.63751774546486
12900,6.449999999999145,26.602754173497623,40.17560337144831,66.77835754494593,150.31337090417594
13000,6.499999999999117,26.354999432828183,40.41722739457258,66.77222682740076,151.21738524022567
13100,6.549999999999089,28.632521401399863,38.150740949433455,66.78326235083333,142.73753206844734
13200,6.599999999999062,25.749644175542244,41.029420813962275,66.77906498950452,153.50785131395278
13300,6.649999999999034,30.65571319988535,36.13995651965587,66.79566971954122,135.21436476198443
13400,6.699999999999006,28.531616094235478,38.259967932536355,66.79158402677183,143.1461949047486
13500,6.749999999998979,27.771247732479758,39.02449802340615,66.79574575588592,146.00661479823012
13600,6.799999999998951,32.99441073182436,33.806186436495636,66.80059716832,126.48277596985602
13700,6.849999999998923,28.779463831826785,38.01815734595687,66.79762117778365,142.24148255847652
13800,6.8999999999988955,34.60002629296501,32.20632668392266,66.80635297688768,120.49704601927445
13900,6.949999999998868,33.32018077259538,33.48873002565043,66.80891079824582,125.29504164292882
14000,6.99999999999884,34.477478231572285,32.327910360789375,66.80538859236167,120.95194030294682
14100,7.049999999998812,31.085924254320773,35.71020258522911,66.79612683954988,133.60647945044917
14200,7.099999999998785,29.326404257896524,37.460063074859676,66.7864673327562,140.15342353431396
14300,7.149999999998757,27.949209195022142,38.82846323929969,66.77767243432183,145.2731684591403
14400,7.199999999998729,30.25093589184617,36.53360764633145,66.78454353817762,136.68717469750078
14500,7.2499999999987015,23.78195148125205,42.99457057113857,66.77652205239062,160.86028063782987
14600,7.299999999998674,34.52620861863087,32.27239638214386,66.79860500077473,120.74423979412408
14700,7.349999999998646,27.55868594459548,39.23773974710879,66.79642569170427,146.80443933892985
14800,7.399999999998618,31.873487833581052,34.926497616073256,66.7999854496543,130.67431849149546
14900,7.449999999998591,30.016078547811414,36.781372853250275,66.79745140106169,137.61416571492023
15000,7.499999999998563,29.229333706157384,37.56390187673869,66.79323558289607,140.5419269799692
15100,7.549999999998535,27.30019644159204,39.4937821412833,66.79397858287533,147.76239870065774
15200,7.5999999999985075,26.099808585347454,40.69409520680487,66.79390379215232,152.25326101206474
15300,7.64999999999848,28.683883054306584,38.115768782424084,66.79965183673066,142.6066868820689
15400,7.699999999998452,27.88877031315353,38.908298372203774,66.7970686853573,145.57186435755517
15500,7.749999999998424,28.123602128621496,38.678440446992106,66.8020425756136,144.71187180814246
15600,7.799999999998397,27.17299853410593,39.61767712750438,66.79067566161031,148.22594053834555
15700,7.849999999998369,27.258741696067794,39.53401944430876,66.79276114037656,147.9129429152133
15800,7.899999999998341,28.848215909122736,37.941980017188854,66.7901959263116,141.95647200200202
15900,7.9499999999983135,27.501992468168357,39.29312109152998,66.79511355969834,147.0116436088493
16000,7.999999999998286,28.911902389380487,37.87618597709426,66.78808836647475,141.7103095769953
16100,8.049999999998347,32.35047086930867,34.449753061250334,66.80022393055901,128.89062204185927
16200,8.099999999998408,26.571237334329812,40.21605098175765,66.78728831608746,150.46470196433208
16300,8.14999999999847,36.984799241016745,29.82445560212302,66.80925484313977,111.5854917097026
16400,8.19999999999853,29.01222418644688,37.7830499792062,66.79527416565307,141.36184970034716
16500,8.249999999998591,36.06920989931883,30.73837563758769,66.80758553690653,115.00484051194577
16600,8.299999999998652,30.854248863789135,35.94808898782482,66.80233785161396,134.49650981877568
16700,8.349999999998714,30.348907237299084,36.43832790258431,66.78723513988339,136.33069419043522
16800,8.399999999998775,26.338909141876044,40.45268570706889,66.79159484894494,151.35004929578736
16900,8.449999999998836,27.435244383365198,39.352928314991935,66.78817269835713,147.23540690320158
17000,8.499999999998897,27.76552203964321,39.02491754148846,66.79043958113166,146.00818438703067
17100,8.549999999998958,29.30970857521772,37.48561370134866,66.79532227656638,140.24901888258452
17200,8.599999999999019,34.435797375885066,32.37431950334737,66.81011687923244,121.1255758945313
17300,8.64999999999908,30.588133613192554,36.2045046380128,66.79263825120536,135.4558656839755
17400,8.699999999999141,33.67812774833256,33.13098160370144,66.809109352034,123.95655841614001
17500,8.749999999999202,26.047529727505452,40.74195973899208,66.78948946649753,152.43234181175532
17600,8.799999999999264,27.456737613130937,39.33952133176602,66.79625894489696,147.18524589320478
17700,8.849999999999325,28.86814460243823,37.93059045205829,66.79873505449652,141.91385897856887
17800,8.899999999999386,32.793245625541495,34.01306976488993,66.80631539043142,127.25681115203629
17900,8.949999999999447,29.097352839336796,37.69823159807919,66.79558443741598,141.0445094313297
18000,8.999999999999508,29.250640942079386,37.54383432420672,66.7944752662861,140.46684605488664
18100,9.049999999999569,33.19064517777919,33.60639670133647,66.79704187911567,125.735280822461
18200,9.09999999999963,28.810847557753494,37.968485016041,66.77933257379449,142.0556380477846
18300,9.149999999999691,29.02388344759239,37.76041064126485,66.78429408885724,141.27714667374815
18400,9.199999999999752,28.108295929363532,38.67555302558876,66.78384895495229,144.70106878322346
18500,9.249999999999813,29.068483677238625,37.72038453032421,66.78886820756283,141.12739261519562
18600,9.299999999999875,25.731128670745324,41.057928652283564,66.78905732302889,153.61451080169329
18700,9.349999999999936,25.792298763705485,40.99577424752154,66.78807301122701,153.3819657416989
18800,9.399999999999997,29.048799328776663,37.7374195100216,66.78621883879826,141.19112744446315
18900,9.450000000000058,30.939149583047023,35.85614560057995,66.79529518362698,134.15251198652538
19000,9.500000000000119,30.35464934135714,36.426852545816715,66.78150188717385,136.28776018538449
19100,9.55000000000018,30.619940383940307,36.17859001932078,66.79853040326108,135.35890849193837
19200,9.600000000000241,35.2425037332976,31.55880257750845,66.80130631080605,118.07439338909629
19300,9.650000000000302,29.76964946914585,37.02407690338491,66.79372637253076,138.52222087393147
19400,9.700000000000363,30.81971965374044,35.9764223558611,66.79614200960154,134.60251654179174
19500,9.750000000000425,31.293033869726933,35.504853866645355,66.79788773637229,132.83818587148792
19600,9.800000000000486,27.776998953883094,39.01552360942925,66.79252256331235,145.97303784347264
19700,9.850000000000547,28.871450551837167,37.918986411619194,66.79043696345636,141.87044351524943
19800,9.900000000000608,30.15590397851189,36.64761828436706,66.80352226287896,137.11373514423818
19900,9.950000000000669,29.239479487986227,37.5523257481529,66.79180523613913,140.49861594631372
20000,10.00000000000073,28.782716900623093,38.00841642411899,66.79113332474209,142.20503778417833
20100,10.050000000000791,26.136586132742476,40.646206912981704,66.78279304572418,152.07409131037147
20200,10.100000000000852,29.36477004683952,37.4267037226026,66.79147376944212,140.02861254784094
20300,10.150000000000913,28.24298464773262,38.54202635472295,66.78501100245556,144.20149087227375
20400,10.200000000000975,29.32495642346588,37.46172356157498,66.78667998504086,140.1596360945389
20500,10.250000000001036,27.83811434277157,38.95426036017176,66.79237470294332,145.74382696085573
20600,10.300000000001097,28.139552012456306,38.65513382443934,66.79468583689564,144.62467219677862
20700,10.350000000001158,32.566369605565846,34.233236949833866,66.7996065553997,128.08054667693764
20800,10.400000000001219,30.020051886884932,36.78192104610043,66.80197293298536,137.61621672867727
20900,10.45000000000128,30.509224813253425,36.282494519730356,66.79171933298377,135.74765774267834
21000,10.500000000001341,33.61163677266633,33.19489634457805,66.80653311724437,124.19568961381746
21100,10.550000000001402,32.86558993687821,33.92669309200416,66.79228302888237,126.93364067594152
21200,10.600000000001463,30.644283695840926,36.15225874952416,66.79654244536509,135.26039243763736
21300,10.650000000001524,30.53956186794186,36.25392771537912,66.79348958332098,135.64077763889262
21400,10.700000000001586,35.41781569530129,31.38885589941524,66.80667159471653,117.4385533290983
21500,10.750000000001647,32.67597103665937,34.125231856384076,66.80120289304345,127.67645542979048
21600,10.800000000001708,30.293171082126477,36.50901669967585,66.80218778180232,136.59516990416006
21700,10.850000000001769,33.04141976409387,33.76263565959027,66.80405542368415,126.31983469373839
21800,10.90000000000183,31.5122112033472,35.29106612436573,66.80327732771293,132.0383184518767
21900,10.950000000001891,34.956984948473725,31.846948553866795,66.80393350234051,119.15246538762858
22000,11.000000000001952,28.189681000281016,38.60615929196914,66.79584029225016,144.4414384318495
22100,11.050000000002013,34.0822194320066,32.720346902595054,66.80256633460165,122.42020597949197
22200,11.100000000002074,27.48583835579925,39.30623266297476,66.79207101877401,147.06069936249895
22300,11.150000000002136,34.80887549785081,31.993239180026414,66.80211467787723,119.6997984779727
22400,11.200000000002197,28.370096852173084,38.426286385111496,66.79638323728457,143.76846028851884
22500,11.250000000002258,29.896985960280233,36.900314659345,66.79730061962523,138.05917567905772
22600,11.300000000002319,29.927527243502965,36.87017726539198,66.79770450889494,137.94641935693198
22700,11.35000000000238,29.982871352828482,36.81286131913273,66.79573267196122,137.7319769499534
22800,11.400000000002441,31.063280415580557,35.73578826007549,66.79906867565605,133.7022059289655
22900,11.450000000002502,32.77266960071104,34.02741139409191,66.80008099480295,127.3104690550596
23000,11.500000000002563,29.508382822769775,37.288111508120544,66.79649433089031,139.5100823655493
23100,11.550000000002624,28.496900890343046,38.29110038678658,66.78800127712962,143.26267415459594
23200,11.600000000002685,30.957030520612374,35.83338330134778,66.79041382196016,134.06734891142523
23300,11.650000000002747,28.553105677063105,38.232246071258714,66.78535174832182,143.0424760787274
23400,11.700000000002808,29.60306827698337,37.18967058733248,66.79273886431585,139.1417746017117
23500,11.750000000002869,26.952085257944137,39.83896741924903,66.79105267719318,149.05387806533108
23600,11.80000000000293,31.41060386059617,35.3928745775902,66.80347843818637,132.41922553245553
23700,11.850000000002991,33.217118301537475,33.592825410905405,66.80994371244289,125.68450507197996
23800,11.900000000003052,32.46774910512891,34.33858092525265,66.80633003038156,128.4746815926785
23900,11.950000000003113,29.641348362880727,37.162920172516806,66.80426853539753,139.0416903543924
24000,12.000000000003174,32.17869643727406,34.62040538936996,66.79910182664402,129.5291022273376
24100,12.050000000003235,31.65499977126404,35.13770207876685,66.7927018500309,131.46452080517224
24200,12.100000000003297,33.37595704408722,33.42151287658208,66.7974699206693,125.04355478495633
24300,12.150000000003358,30.42009182231604,36.37650320537915,66.79659502769519,136.0993827013179
24400,12.200000000003419,29.494854505841634,37.29787283447031,66.79272734031194,139.54660348147542
24500,12.25000000000348,31.35925132503473,35.4346180402355,66.79386936527023,132.57540490642572
24600,12.300000000003541,29.082664796088892,37.710525357230324,66.79319015331922,141.09050541456375
24700,12.350000000003602,30.90654230938359,35.894437837298696,66.80098014668228,134.2957789121628
24800,12.400000000003663,32.53526851734285,34.26722395563245,66.8024924729753,128.20770597212712
24900,12.450000000003724,34.37910936986511,32.43300854807175,66.81211791793686,121.34515562469998
25000,12.500000000003785,34.844210681222364,31.96194962897546,66.80616031019782,119.58273146471436
25100,12.550000000003847,33.31577162441742,33.485831124761475,66.8016027491789,125.28419566855706
25200,12.600000000003908,29.906657640154457,36.89242495726046,66.79908259741491,138.0296570753222
25300,12.650000000003969,27.83441270058743,38.952926001297826,66.78733870188525,145.73883457832738
25400,12.70000000000403,30.134598566058944,36.660662324240796,66.79526089029974,137.16253823464857
25500,12.750000000004091,34.18362254622333,32.62136041954245,66.80498296576579,122.04985704399446
25600,12.800000000004152,29.218921697846334,37.572370682723715,66.79129238057006,140.57361224834898
25700,12.850000000004213,29.142253941377305,37.657226410909885,66.79948035228719,140.89109224799608
25800,12.900000000004274,27.24880378971136,39.545783221037844,66.79458701074921,147.95695601735304
25900,12.950000000004335,28.864413784749193,37.92931763392946,66.79373141867865,141.90909684514867
26000,13.000000000004396,30.46393895924205,36.329226254487324,66.79316521372938,135.92250028367457
26100,13.050000000004458,29.23931172883305,37.5567323373084,66.79604406614145,140.51510279939288
26200,13.100000000004519,29.327673392359657,37.46317249382659,66.79084588618625,140.16505714295323
26300,13.15000000000458,29.595809046670535,37.19741085198766,66.7932198986582,139.17073409887854
26400,13.200000000004641,37.70872739715284,29.102219684480424,66.81094708163326,108.88331162381292
26500,13.250000000004702,27.49211291282172,39.31240831438566,66.80452122720737,147.08380500132455
26600,13.300000000004763,30.00961617347615,36.796766952976554,66.8063831264527,137.67176134081535
26700,13.350000000004824,29.358986002993174,37.448226926086136,66.80721292907931,140.10913965874337
26800,13.400000000004885,31.84656978337304,34.950163068488436,66.79673285186148,130.76286063219735
26900,13.450000000004946,31.001067298320237,35.79129987390957,66.79236717222982,133.90989759006106
27000,13.500000000005008,27.799901725229294,38.988136129015714,66.788037854245,145.87057007308303
27100,13.550000000005069,31.874950255764144,34.92414445062497,66.79909470638911,130.6655143367064
27200,13.60000000000513,31.524457621528814,35.273439494846656,66.79789711637547,131.97237001854035
27300,13.65000000000519,29.83506824500702,36.96568052277296,66.80074876777998,138.30373611995705
27400,13.700000000005252,31.47854267069304,35.32272290587995,66.80126557657299,132.1567594245582
27500,13.750000000005313,30.436333461199844,36.36156280398597,66.79789626518581,136.04348454652708
27600,13.800000000005374,28.185459669415852,38.60959498279409,66.79505465220994,144.45429275701062
27700,13.850000000005435,29.16601374317993,37.62169045451352,66.78770419769344,140.75813769483466
27800,13.900000000005496,29.962224212704832,36.82956108235777,66.79178529506261,137.79445759723703
27900,13.950000000005558,29.856271543192815,36.93802100935698,66.79429255254979,138.20025056279724
28000,14.000000000005619,26.98812612384045,39.80727589254696,66.79540201638741,148.9353070966851
28100,14.05000000000568,30.196516281332155,36.608924109837744,66.80544039116991,136.9689644047901
28200,14.10000000000574,31.11304653306308,35.68350283845717,66.79654937152026,133.5065847730134
28300,14.150000000005802,31.108309160455004,35.69138620180535,66.79969536226035,133.5360796609426
28400,14.200000000005863,29.93059249498648,36.86142101818001,66.7920135131665,137.91365865330962
28500,14.250000000005924,27.449073572687617,39.344790339537575,66.79386391222519,147.20495940720332
28600,14.300000000005985,29.302292526566045,37.486125314412334,66.78841784097838,140.25093303639295
28700,14.350000000006046,29.91101937813695,36.889426062955565,66.80044544109252,138.018436984667
28800,14.400000000006107,32.49921853410126,34.30640275267809,66.80562128677936,128.3542898827022
28900,14.450000000006169,31.861792103054416,34.94119464667304,66.80298674972745,130.72930609656788
29000,14.50000000000623,30.198516626886835,36.598637831855,66.79715445874184,136.93047923001006
29100,14.55000000000629,31.35737679884493,35.44072591722809,66.79810271607302,132.59825697342112
29200,14.600000000006352,30.89055777963671,35.89404396976328,66.7846017494,134.29430529255364
29300,14.650000000006413,30.185903691424922,36.6059515614554,66.79185525288032,136.9578428850112
29400,14.700000000006474,31.169905945174325,35.63323776356975,66.80314370874407,133.3185225608489
29500,14.750000000006535,27.90855130547547,38.88099054658134,66.7895418520568,145.46969460833148
29600,14.800000000006596,30.732911585849738,36.07244633074073,66.80535791659047,134.96178152204178
29700,14.850000000006657,27.319003701437953,39.47191827362457,66.79092197506252,147.68059702568598
29800,14.900000000006719,32.24123413202639,34.5493274407878,66.79056157281418,129.26317053865682
29900,14.95000000000678,29.152463544623117,37.63229712704997,66.7847606716731,140.79782159673633
30000,15.00000000000684,29.456702062778216,37.331722762229106,66.78842482500733,139.67324991162965
30100,15.050000000006902,35.23126387003503,31.567775122607642,66.79903899264266,118.10796335161757
30200,15.100000000006963,36.017299382226184,30.780248592996543,66.79754797522273,115.16150437132909
30300,15.150000000007024,32.29081060872707,34.507145972505754,66.79795658123282,129.10535240638038
30400,15.200000000007085,29.126807335002017,37.65798661097471,66.78479394597673,140.89393646749042
30500,15.250000000007146,32.26099324271966,34.53201769243918,66.79301093515885,129.19840768743774
30600,15.300000000007207,27.78554920028774,39.00301734690713,66.78856654719486,145.92624679817752
30700,15.350000000007268,30.75858238322329,36.0405743273463,66.79915671056959,134.84253531624384
30800,15.40000000000733,30.13017847706665,36.665769414994045,66.7959478920607,137.18164595082987
30900,15.45000000000739,32.12037460297973,34.680938386905005,66.80131298988474,129.75558093946302
31000,15.500000000007452,30.697215355605056,36.09696950186507,66.79418485747013,135.05353273938823
31100,15.550000000007513,30.609003216541062,36.18888149169731,66.79788470823837,135.39741310107092
31200,15.600000000007574,31.511952270741215,35.280300448532884,66.7922527192741,131.99803965358376
31300,15.650000000007635,27.50313395979755,39.28177197771877,66.78490593751633,146.9691819303534
31400,15.700000000007696,27.912079718099267,38.87672461462465,66.78880433272391,145.4537340113859
31500,15.750000000007757,29.14551795098795,37.6430194496389,66.78853740062685,140.83793819280487
31600,15.800000000007818,33.74922480683482,33.048379437973004,66.79760424480781,123.64750991573962
31700,15.85000000000788,30.46506951005691,36.32431880643958,66.78938831649648,135.90413951254254
31800,15.90000000000794,28.60125620096181,38.19265379525906,66.79390999622088,142.8943451742017
31900,15.950000000008002,31.175252356447178,35.609913652675516,66.78516600912269,133.2312575184439
32000,16.00000000000806,30.929000154280068,35.861982797035665,66.79098295131573,134.1743513268777
32100,16.050000000007945,29.515370356193234,37.270561565803526,66.78593192199676,139.44442085041396
