#"Time (ps)","Total Energy (kilocalorie/mole)"
0.05000000000000004,52.429408241229794
0.10000000000000007,52.41928986717909
0.1500000000000001,52.41364488141365
0.20000000000000015,52.38984029309114
0.25000000000000017,52.393532855382546
0.3000000000000002,52.384739373960045
0.35000000000000026,52.37939969603508
0.4000000000000003,52.38687426425745
0.45000000000000034,52.3933503126411
0.5000000000000003,52.39085821495358
0.5499999999999948,52.39141997716293
0.5999999999999893,52.3953139755514
0.6499999999999838,52.394159344261226
0.6999999999999783,52.39569017225019
0.7499999999999728,52.40760281518312
0.7999999999999673,52.40429680296091
0.8499999999999618,52.39673369622334
0.8999999999999563,52.39995107763349
0.9499999999999508,52.38900847594445
0.9999999999999453,52.39599237822552
1.0499999999999399,52.398478664212426
1.0999999999999344,52.3962522581739
1.1499999999999289,52.40679484337565
1.1999999999999234,52.39848313740452
1.2499999999999178,52.396364287018514
1.2999999999999123,52.39629483614098
1.3499999999999068,52.38378400381673
1.3999999999999013,52.39447570442879
1.4499999999998958,52.39613254129576
1.4999999999998903,52.4032423693964
1.5499999999998848,52.405212152330535
1.5999999999998793,52.40330049990323
1.6499999999998738,52.39694050687294
1.6999999999998683,52.399845621108916
1.7499999999998628,52.40144188089937
1.7999999999998573,52.40222286970318
1.8499999999998518,52.407470081136644
1.8999999999998463,52.40930802626756
1.9499999999998407,52.40647607285416
1.9999999999998352,52.400135624982255
2.049999999999852,52.3893293305507
2.0999999999998686,52.39864238791141
2.1499999999998853,52.40159193683233
2.199999999999902,52.40016037483378
2.2499999999999187,52.40218263172068
2.2999999999999354,52.39469113223432
2.349999999999952,52.39553463975217
2.399999999999969,52.394617983114266
2.4499999999999855,52.39816328401523
2.500000000000002,52.396292630676214
2.550000000000019,52.38992911329835
2.6000000000000356,52.40345869533555
2.6500000000000523,52.400906788100876
2.700000000000069,52.40114253826011
2.7500000000000857,52.40700344969225
2.8000000000001024,52.40106506057505
2.850000000000119,52.40329614832689
2.900000000000136,52.40861287974835
2.9500000000001525,52.40131275208692
3.000000000000169,52.39414687683262
3.050000000000186,52.39634577648903
3.1000000000002026,52.38845862644123
3.1500000000002193,52.39455340224209
3.200000000000236,52.37829982788354
3.2500000000002527,52.402152530135986
3.3000000000002694,52.38583885604167
3.350000000000286,52.39355836539008
3.400000000000303,52.40388768060557
3.4500000000003195,52.396755357192994
3.500000000000336,52.40487783650812
3.550000000000353,52.410347199938705
3.6000000000003696,52.409129687040924
3.6500000000003863,52.41519084025961
3.700000000000403,52.404964604326395
3.7500000000004197,52.39888784615274
3.8000000000004364,52.390136452141974
3.850000000000453,52.38731330880242
3.9000000000004698,52.38628451204724
3.9500000000004865,52.3814277784344
4.000000000000503,52.39107268430493
4.050000000000475,52.3982906921551
4.100000000000447,52.405930849645735
4.15000000000042,52.41361356348353
4.200000000000392,52.40203109968249
4.250000000000364,52.403318773702225
4.300000000000336,52.399725547771354
4.350000000000309,52.38893610037397
4.400000000000281,52.39605394895358
4.450000000000253,52.38931675210491
4.500000000000226,52.40048113801709
4.550000000000198,52.4057269865863
4.60000000000017,52.403385645583896
4.6500000000001425,52.401612639756216
4.700000000000115,52.39341054303021
4.750000000000087,52.39321211407585
4.800000000000059,52.392200778122614
4.850000000000032,52.389574473021895
4.900000000000004,52.398399884773
4.949999999999976,52.39897923821836
4.9999999999999485,52.40192952846901
5.049999999999921,52.409628879103295
5.099999999999893,52.39919996618674
5.149999999999865,52.39428341441831
5.199999999999838,52.396877018275255
5.24999999999981,52.387408701224125
5.299999999999782,52.38546898717434
5.3499999999997545,52.39040597464681
5.399999999999727,52.38611325194576
5.449999999999699,52.402035906456504
5.499999999999671,52.40210990919128
5.549999999999644,52.40152813923554
5.599999999999616,52.40572819869099
5.649999999999588,52.407807131242826
5.6999999999995605,52.413453041155236
5.749999999999533,52.402403933363644
5.799999999999505,52.39801130039251
5.849999999999477,52.41150814587462
5.89999999999945,52.394794669776196
5.949999999999422,52.40663002889047
5.999999999999394,52.39728849018617
6.0499999999993666,52.4009859855131
6.099999999999339,52.393743017523526
6.149999999999311,52.40459123065019
6.199999999999283,52.40500762171424
6.249999999999256,52.40184867370977
6.299999999999228,52.402943627989806
6.3499999999992,52.39553902981941
6.399999999999173,52.39670727005082
6.449999999999145,52.405048407393814
6.499999999999117,52.3982140414852
6.549999999999089,52.40040420723786
6.599999999999062,52.39771876004862
6.649999999999034,52.39905210453746
6.699999999999006,52.404915492649366
6.749999999998979,52.39919640075561
6.799999999998951,52.40336419092791
6.849999999998923,52.391436943758386
6.8999999999988955,52.408905709320535
6.949999999998868,52.40414383370439
6.99999999999884,52.40508736386648
7.049999999998812,52.406176733180395
7.099999999998785,52.40415208750537
7.149999999998757,52.40082843362546
7.199999999998729,52.39740515147824
7.2499999999987015,52.40232108024882
7.299999999998674,52.401735711804626
7.349999999998646,52.39897086327804
7.399999999998618,52.39675751588053
7.449999999998591,52.39365574442569
7.499999999998563,52.40384186056258
7.549999999998535,52.404068911578676
7.5999999999985075,52.403217989387706
7.64999999999848,52.40695966284317
7.699999999998452,52.39768888254599
7.749999999998424,52.40389805443774
7.799999999998397,52.39233594487905
7.849999999998369,52.39865404813766
7.899999999998341,52.40155064929528
7.9499999999983135,52.39912288039837
7.999999999998286,52.400904685734695
8.049999999998347,52.40203298630025
8.099999999998408,52.40316460829437
8.14999999999847,52.409165767115915
8.19999999999853,52.40489679998609
8.249999999998591,52.40392708834509
8.299999999998652,52.40366386587783
8.349999999998714,52.398074314777986
8.399999999998775,52.39867565382431
8.449999999998836,52.39354198364986
8.499999999998897,52.401940878268974
8.549999999998958,52.39563435651641
8.599999999999019,52.39317410689942
8.64999999999908,52.39886617573664
8.699999999999141,52.40338191851315
8.749999999999202,52.408656746268555
8.799999999999264,52.4087585302629
8.849999999999325,52.40485066997657
8.899999999999386,52.40172010916117
8.949999999999447,52.39778490532931
8.999999999999508,52.39805467172881
9.049999999999569,52.38848219194419
9.09999999999963,52.39731900991125
9.149999999999691,52.396075146305876
9.199999999999752,52.404201889543614
9.249999999999813,52.3990718363584
9.299999999999875,52.39953929273696
9.349999999999936,52.40706014481306
9.399999999999997,52.40578432198592
9.450000000000058,52.396890851253275
9.500000000000119,52.38773782023935
9.55000000000018,52.3939512783457
9.600000000000241,52.390746179142205
9.650000000000302,52.394546683986725
9.700000000000363,52.392576918806185
9.750000000000425,52.40807924948355
9.800000000000486,52.40881868709097
9.850000000000547,52.41053070347464
9.900000000000608,52.40378496332471
9.950000000000669,52.396043910435836
10.00000000000073,52.40577274998656
10.050000000000791,52.398136946838356
10.100000000000852,52.39610511441282
10.150000000000913,52.392596930457415
10.200000000000975,52.40073156079501
10.250000000001036,52.404294503592055
10.300000000001097,52.397629999911125
10.350000000001158,52.40454479408676
10.400000000001219,52.39349839983991
10.45000000000128,52.40172421876048
10.500000000001341,52.3966947053117
10.550000000001402,52.395979582733865
10.600000000001463,52.3934061801884
10.650000000001524,52.39800709375929
10.700000000001586,52.39298950254262
10.750000000001647,52.40265077340598
10.800000000001708,52.40475664496903
10.850000000001769,52.40584699833774
10.90000000000183,52.4012523240157
10.950000000001891,52.40632923413244
11.000000000001952,52.3992854313874
11.050000000002013,52.406137518789556
11.100000000002074,52.40072342255608
11.150000000002136,52.4020309896274
11.200000000002197,52.394908956976344
11.250000000002258,52.3984832941344
11.300000000002319,52.39490282220269
11.35000000000238,52.39587523169773
11.400000000002441,52.404548591689576
11.450000000002502,52.40647114830589
11.500000000002563,52.3994719112194
11.550000000002624,52.40458475135168
11.600000000002685,52.397440401465055
11.650000000002747,52.39473539392217
11.700000000002808,52.398949777875565
11.750000000002869,52.39531161442554
11.80000000000293,52.40338254604096
11.850000000002991,52.40947881388175
11.900000000003052,52.404664638859
11.950000000003113,52.4029712804432
12.000000000003174,52.4062871930024
12.050000000003235,52.39280665993434
12.100000000003297,52.39222780002444
12.150000000003358,52.38936730868092
12.200000000003419,52.396265301498424
12.25000000000348,52.39347651253059
12.300000000003541,52.3980716303357
12.350000000003602,52.40125651006774
12.400000000003663,52.40041672614209
12.450000000003724,52.40120089348196
12.500000000003785,52.395243207096094
12.550000000003847,52.40220680935778
12.600000000003908,52.394787499921904
12.650000000003969,52.39600697465814
12.70000000000403,52.39497621068604
12.750000000004091,52.39851672048975
12.800000000004152,52.396207552431406
12.850000000004213,52.39585981273087
12.900000000004274,52.396272819836746
12.950000000004335,52.390415149278674
13.000000000004396,52.40490457478371
13.050000000004458,52.397796462636364
13.100000000004519,52.41487340816707
13.15000000000458,52.407202490719655
13.200000000004641,52.39711799011029
13.250000000004702,52.41013219691657
13.300000000004763,52.40004404081112
13.350000000004824,52.40281343566608
13.400000000004885,52.399008748145846
13.450000000004946,52.39419547068214
13.500000000005008,52.39867405197013
13.550000000005069,52.393592537452434
13.60000000000513,52.401177223265094
13.65000000000519,52.39927187556503
13.700000000005252,52.4066274763463
13.750000000005313,52.4050997110552
13.800000000005374,52.40754771179474
13.850000000005435,52.40036126478159
13.900000000005496,52.40986376621655
13.950000000005558,52.39955644167034
14.000000000005619,52.395010406572894
14.05000000000568,52.398363453955966
14.10000000000574,52.38857067795714
14.150000000005802,52.39884562031437
14.200000000005863,52.4001211131992
14.250000000005924,52.399913249990774
14.300000000005985,52.41007888322861
14.350000000006046,52.401341873015426
14.400000000006107,52.408063910911885
14.450000000006169,52.39291382870498
14.50000000000623,52.39607096783748
14.55000000000629,52.395928771506554
14.600000000006352,52.39629425091799
14.650000000006413,52.39012632300998
14.700000000006474,52.392827117006384
14.750000000006535,52.380679536344516
14.800000000006596,52.39686439760786
14.850000000006657,52.387541776844145
14.900000000006719,52.398352998555694
14.95000000000678,52.403367872019096
15.00000000000684,52.40388686893057
15.050000000006902,52.406506664169505
15.100000000006963,52.4056768299605
15.150000000007024,52.39417113922294
15.200000000007085,52.39751616423989
15.250000000007146,52.391143038963676
15.300000000007207,52.393754502120544
15.350000000007268,52.39886621061553
15.40000000000733,52.40384022224782
15.45000000000739,52.40854744966758
15.500000000007452,52.41092089703075
15.550000000007513,52.40804028843845
15.600000000007574,52.403188148358076
15.650000000007635,52.40477363221744
15.700000000007696,52.39485969353288
15.750000000007757,52.39370030071542
15.800000000007818,52.39370261605867
15.85000000000788,52.39861229704016
15.90000000000794,52.39255568417465
