0 66.18941
100 64.98253
200 65.03010
300 65.02186
400 64.95522
500 65.02189
600 65.03491
700 65.05513
800 64.82733
900 65.10508
1000 65.04365
1100 64.82217
1200 64.92263
1300 64.79667
1400 64.74656
1500 65.02283
1600 64.87432
1700 64.87780
1800 64.89035
1900 65.37838
2000 65.14914
2100 64.93252
2200 65.04394
2300 64.85566
2400 64.91522
2500 65.01530
2600 65.04386
2700 65.07711
2800 65.09348
2900 64.89268
3000 64.90574
3100 64.95953
3200 64.80028
3300 65.04274
3400 64.90582
3500 65.01001
3600 64.92881
3700 65.03608
3800 64.80711
3900 65.11080
4000 65.10355
4100 65.00653
4200 65.07370
4300 64.93374
4400 64.95985
4500 64.95033
4600 64.89824
4700 65.11721
4800 65.16701
4900 65.02508
5000 65.04622
5100 65.04407
5200 64.97864
5300 65.00496
5400 65.13806
5500 65.06609
5600 65.24448
5700 64.83590
5800 65.18784
5900 64.98007
6000 65.03793
6100 65.11377
6200 65.11055
6300 65.19638
6400 65.03235
6500 65.13622
6600 65.15765
6700 65.16890
6800 64.89623
6900 64.99539
7000 65.05091
7100 65.03812
7200 65.00306
7300 64.98211
7400 65.04660
7500 64.85857
7600 64.99813
7700 65.00220
7800 65.16790
7900 65.04195
8000 64.91219
8100 65.05867
8200 64.99899
8300 65.08895
8400 64.79741
8500 65.07023
8600 65.04873
8700 65.14928
8800 65.07752
8900 65.15186
9000 65.23687
9100 65.02969
9200 65.07688
9300 65.07935
9400 64.96379
9500 65.07959
9600 64.96698
9700 65.16465
9800 65.08165
9900 65.12077
10000 64.92187
10100 65.04935
10200 64.88851
10300 65.04900
10400 64.99674
10500 65.00468
10600 65.09745
10700 65.14653
10800 65.01213
10900 64.98711
11000 65.26220
11100 65.18151
11200 64.92243
11300 65.02148
11400 64.94364
11500 65.12395
11600 64.88796
11700 65.09790
11800 65.03055
11900 64.91664
12000 65.08385
12100 65.08466
12200 65.00473
12300 65.13427
12400 64.80504
12500 65.04690
12600 64.98219
12700 65.10198
12800 65.06642
12900 64.82780
13000 64.98268
13100 64.78396
13200 65.23082
13300 65.07958
13400 65.05211
13500 64.99044
13600 65.01692
13700 65.07406
13800 65.02902
13900 65.12017
14000 64.96449
14100 64.94225
14200 65.04419
14300 64.92756
14400 64.97345
14500 65.09549
14600 65.04750
14700 64.99163
14800 65.07140
14900 64.81271
15000 65.10709
15100 64.87795
15200 64.97422
15300 64.92009
15400 65.11446
15500 65.00577
15600 65.06222
15700 65.06817
15800 64.99708
15900 65.19497
16000 65.05585
16100 65.08765
16200 65.05237
16300 64.89046
16400 64.98829
16500 65.12022
16600 64.91708
16700 65.10499
16800 64.96189
16900 64.81452
17000 65.03362
17100 65.01567
17200 64.90440
17300 65.08380
17400 65.00365
17500 65.08486
17600 65.00785
17700 65.07275
17800 65.11576
17900 65.10413
18000 64.94382
18100 64.99053
18200 64.86095
18300 65.18404
18400 65.09011
18500 65.04266
18600 64.83337
18700 65.03880
18800 64.88351
18900 65.13815
19000 64.99479
19100 65.04133
19200 64.98949
19300 65.06413
19400 65.00389
19500 64.93294
19600 65.27909
19700 64.91321
19800 65.01823
19900 64.97005
20000 64.81388
20100 65.01860
20200 64.83664
20300 65.10350
20400 64.84695
20500 64.90026
20600 64.99188
20700 65.11941
20800 65.06846
20900 64.96985
21000 65.14367
21100 65.01152
21200 65.08713
21300 64.90546
21400 64.94574
21500 64.97555
21600 64.97339
21700 64.97138
21800 65.07220
21900 65.06105
22000 64.92984
22100 64.93111
22200 65.04023
22300 65.05221
22400 64.97407
22500 64.90604
22600 64.95402
22700 64.85261
22800 65.09154
22900 64.94523
23000 65.10554
23100 65.13923
23200 64.89125
23300 64.92982
23400 65.11771
23500 65.14881
23600 65.17608
23700 65.06524
23800 65.01191
23900 65.05568
24000 64.97984
24100 65.19869
24200 65.02909
24300 64.87382
24400 65.00029
24500 65.19815
24600 65.22849
24700 64.94462
24800 65.09038
24900 65.17176
25000 64.99874
25100 64.88494
25200 64.97768
25300 65.09960
25400 65.20025
25500 65.10448
25600 64.92799
25700 65.09613
25800 64.96036
25900 65.00552
26000 65.06148
26100 64.92149
26200 65.09438
26300 64.79038
26400 65.00847
26500 64.89210
26600 65.01453
26700 65.10367
26800 64.89128
26900 64.95183
27000 65.07745
27100 65.09493
27200 64.88609
27300 65.25056
27400 65.00046
27500 64.96868
27600 65.23129
27700 64.98668
