27800 65.12883
27900 65.13138
28000 65.00779
28100 65.06664
28200 64.91727
28300 65.07957
28400 64.97426
28500 65.18819
28600 65.00873
28700 64.89321
28800 65.02897
28900 65.08123
29000 65.18843
29100 64.87912
29200 65.13734
29300 65.08258
29400 65.04783
29500 65.15644
29600 65.12650
29700 65.07590
29800 65.03543
29900 64.99787
30000 64.80352
30100 65.17780
30200 64.96557
30300 65.12575
30400 65.00486
30500 64.93159
30600 65.21699
30700 64.94662
30800 65.01976
30900 64.99912
31000 65.16792
31100 64.95281
31200 65.05775
31300 65.04938
31400 65.07183
31500 65.05475
31600 64.93371
31700 65.00286
31800 65.02905
31900 64.95540
32000 65.08839
32100 65.04824
32200 64.96115
32300 65.06803
32400 64.94678
32500 64.88684
32600 64.89328
32700 64.93780
32800 65.05756
32900 64.90750
33000 64.93510
33100 65.10753
33200 65.21042
33300 64.99767
33400 65.05158
33500 65.09558
33600 65.15461
33700 65.06106
33800 65.01845
33900 64.96937
34000 64.92044
34100 65.00853
34200 64.94735
34300 65.04618
34400 64.96568
34500 64.90344
34600 65.04187
34700 64.97416
34800 65.15564
34900 65.02881
35000 65.10764
35100 65.26942
35200 65.02371
35300 65.02661
35400 65.18354
35500 65.12025
35600 65.07981
35700 65.17098
35800 64.98803
35900 65.04869
36000 65.16760
36100 65.06293
36200 65.12452
36300 65.13923
36400 65.06708
36500 65.09700
36600 64.96858
36700 65.04835
36800 65.14319
36900 65.09635
37000 65.00125
37100 65.14259
37200 65.10944
37300 65.10508
37400 65.07334
37500 65.06046
37600 65.14378
37700 65.11490
37800 65.06967
37900 64.96515
38000 65.14223
38100 65.05173
38200 65.02377
38300 64.97112
38400 65.10713
38500 65.16443
38600 65.16651
38700 65.02947
38800 65.05165
38900 65.08929
39000 65.05064
39100 65.09966
39200 65.06178
39300 65.21290
39400 65.06905
39500 65.06546
39600 64.98469
39700 64.95466
39800 64.91323
39900 65.05226
40000 65.00898
40100 65.01178
40200 64.97749
40300 65.08558
40400 64.92164
40500 65.13160
40600 64.88281
40700 65.10773
40800 65.07101
40900 64.78428
41000 64.94995
41100 65.01955
41200 65.19957
41300 65.16403
41400 64.89830
41500 65.00807
41600 64.98118
41700 65.09348
41800 65.03081
41900 64.89736
42000 64.96389
42100 65.03709
42200 65.01015
42300 65.13285
42400 64.96133
42500 65.06045
42600 65.00497
42700 65.10832
42800 65.01478
42900 65.03123
43000 65.08936
43100 65.04972
43200 65.05049
43300 64.86803
43400 65.20195
43500 65.07237
43600 65.04456
43700 64.96886
43800 65.04505
43900 64.97422
44000 65.06782
44100 65.04769
44200 65.03297
44300 65.13705
44400 65.01299
44500 65.07849
44600 64.99713
44700 65.08877
44800 65.19828
44900 65.16841
45000 65.09733
45100 65.03127
45200 65.07119
45300 64.99243
45400 65.12731
45500 64.97158
45600 65.25911
45700 65.13170
45800 65.13804
45900 65.12992
46000 65.00763
46100 65.14701
46200 65.00965
46300 65.16576
46400 64.86882
46500 65.05601
46600 64.97730
46700 65.09682
46800 65.11543
46900 65.05058
47000 65.09874
47100 64.99561
47200 65.14546
47300 65.15739
47400 64.97222
47500 65.05146
47600 64.92223
47700 65.23935
47800 65.01697
47900 64.93010
48000 64.92649
48100 65.05118
48200 65.04051
48300 65.04812
48400 65.08636
48500 65.26308
48600 65.10598
48700 65.15573
48800 65.08084
48900 64.91061
49000 65.05621
49100 65.06006
49200 65.11506
49300 65.25206
49400 65.09611
49500 65.06512
49600 65.14342
49700 65.18633
49800 65.15842
49900 65.00457
50000 65.20525
